danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.586,0.489,5,-17.777,1,0.0347,0.893,0.922,0.125,0.836,125.517,182573,4.0
0.7829999999999999,0.501,0,-7.492000000000001,1,0.0559,0.182,2.19e-05,0.132,0.442,115.005,195130,4.0
0.597,0.5589999999999999,0,-9.706,1,0.035,0.74,0.7559999999999999,0.264,0.835,116.529,171867,4.0
0.113,0.176,2,-21.393,1,0.0591,0.903,0.512,0.0831,0.0372,85.977,234907,3.0
0.318,0.2289999999999999,2,-11.824000000000002,1,0.032,0.94,0.0102,0.142,0.217,108.007,345413,3.0
0.5670000000000001,0.755,7,-4.674,1,0.325,0.158,0.0,0.106,0.6609999999999999,89.97200000000002,279667,4.0
0.246,0.0342,4,-26.962,0,0.0364,0.961,0.871,0.124,0.0369,102.885,198373,5.0
0.426,0.524,9,-7.497999999999997,1,0.0258,0.768,0.00323,0.0966,0.838,102.988,185693,4.0
0.942,0.0946,1,-18.728,1,0.514,0.539,0.8240000000000001,0.132,0.0756,121.705,222427,4.0
0.2789999999999999,0.56,10,-6.147,1,0.0364,0.672,1.75e-06,0.104,0.0885,110.986,262013,4.0
0.691,0.684,5,-6.401,0,0.0287,0.0826,2.23e-06,0.184,0.7390000000000001,125.864,240333,4.0
0.669,0.614,7,-15.824000000000002,0,0.841,0.629,0.0,0.953,0.3879999999999999,73.074,52533,5.0
0.606,0.188,9,-16.675,1,0.04,0.85,0.000558,0.131,0.524,138.517,128933,3.0
0.0691,0.141,10,-15.713,0,0.0408,0.932,0.86,0.0845,0.0736,71.695,717893,4.0
0.467,0.908,6,-3.197,0,0.0548,0.00842,0.2019999999999999,0.286,0.298,120.046,240000,4.0
0.48,0.882,2,-7.758999999999999,0,0.0889,0.00755,0.8340000000000001,0.297,0.471,145.102,283000,4.0
0.585,0.315,0,-10.055,0,0.0284,0.732,0.0,0.1009999999999999,0.317,109.832,234985,4.0
0.7829999999999999,0.161,5,-25.337,1,0.858,0.8170000000000001,0.0,0.126,0.6890000000000001,53.37,83867,4.0
0.5429999999999999,0.243,6,-7.95,1,0.0315,0.5579999999999999,7.780000000000001e-05,0.106,0.106,116.981,229267,4.0
0.479,0.846,7,-4.6160000000000005,1,0.0488,6.73e-05,1.62e-06,0.104,0.466,138.097,266480,4.0
0.421,0.00288,7,-37.434,1,0.0518,0.992,0.909,0.0975,0.418,131.799,141493,4.0
0.447,0.945,9,-3.731,0,0.159,2.63e-05,0.0555,0.0485,0.1669999999999999,136.045,335427,4.0
0.682,0.6559999999999999,5,-5.888,1,0.2339999999999999,0.1889999999999999,0.0,0.161,0.495,80.973,215373,4.0
0.5329999999999999,0.6409999999999999,11,-5.319,1,0.0343,0.721,1.99e-06,0.133,0.332,82.83200000000002,239333,4.0
0.129,0.68,7,-11.011,1,0.0586,0.835,0.907,0.369,0.0373,90.187,42992,4.0
0.395,0.3989999999999999,9,-9.27,0,0.0275,0.823,0.1689999999999999,0.176,0.147,35.081,107390,4.0
0.188,0.0651,4,-25.387,1,0.0479,0.947,0.0608,0.115,0.0398,80.138,471533,4.0
0.4429999999999999,0.00622,9,-27.897,1,0.0351,0.974,0.421,0.254,0.324,90.911,86120,4.0
0.439,0.953,11,-5.747000000000001,1,0.0505,0.0318,2.42e-06,0.0955,0.0756,107.094,63387,4.0
0.475,0.133,10,-23.16,0,0.0575,0.995,0.8540000000000001,0.129,0.35,126.64,34787,3.0
0.608,0.579,11,-6.182,0,0.0452,0.133,0.0,0.132,0.625,80.847,223840,4.0
0.4970000000000001,0.995,4,-7.342,1,0.065,0.000108,0.889,0.11,0.4379999999999999,143.985,506667,4.0
0.5529999999999999,0.977,0,-3.112,1,0.1639999999999999,0.0146,0.000318,0.0381,0.176,119.969,267560,3.0
0.4589999999999999,0.414,10,-17.717,1,0.037,0.544,0.181,0.22,0.0389,143.878,484533,5.0
0.578,0.262,5,-11.955,1,0.036,0.918,0.0,0.187,0.743,97.054,151693,4.0
0.174,0.00335,8,-33.167,1,0.054,0.96,0.0,0.0786,0.0613,161.709,104067,4.0
0.478,0.208,4,-10.121,0,0.0292,0.728,0.0,0.306,0.217,109.703,116240,3.0
0.39,0.918,9,-8.677,0,0.0605,0.0149,0.000612,0.1669999999999999,0.4029999999999999,141.44,307654,4.0
0.426,0.16,10,-20.17,0,0.0334,0.818,0.000174,0.255,0.6729999999999999,91.754,328040,4.0
0.599,0.28,7,-13.394,1,0.0344,0.725,0.0090099999999999,0.0996,0.204,110.957,262147,4.0
0.452,0.958,11,-3.956,0,0.0428,0.0002089999999999,0.273,0.103,0.531,160.266,296093,4.0
0.527,0.794,11,-4.735,1,0.206,0.024,0.000248,0.282,0.5489999999999999,145.003,192000,4.0
0.311,0.147,7,-20.455,0,0.0324,0.98,0.79,0.0819,0.0367,81.446,252817,4.0
0.347,0.924,2,-12.453,1,0.0661,2.05e-05,0.00202,0.249,0.652,99.431,101333,4.0
0.377,0.315,7,-11.201,1,0.0498,0.924,1.6e-05,0.654,0.517,173.97799999999995,194187,3.0
0.413,0.938,4,-5.4670000000000005,1,0.0585,2.48e-05,0.3720000000000001,0.07,0.5579999999999999,143.45600000000005,214893,4.0
0.4270000000000001,0.25,5,-14.358,1,0.0315,0.545,0.000277,0.0989,0.411,76.192,233000,4.0
0.593,0.936,7,-12.741,1,0.0668,0.0008789999999999,0.8009999999999999,0.455,0.308,120.047,279355,4.0
0.525,0.982,6,-3.895,0,0.0488,3.39e-05,0.4970000000000001,0.363,0.485,110.01,186080,4.0
0.764,0.963,0,-6.568,0,0.0377,0.0359,0.858,0.609,0.679,120.012,282800,4.0
0.324,0.63,0,-8.675,0,0.0667,0.6920000000000001,0.0,0.358,0.851,87.00399999999998,295429,4.0
0.246,0.1639999999999999,4,-16.805,0,0.0356,0.993,0.6,0.133,0.211,85.34700000000002,261080,3.0
0.449,0.0984,7,-17.359,1,0.0386,0.985,0.725,0.12,0.172,133.908,323440,4.0
0.616,0.888,0,-6.115,1,0.0642,0.0375,0.625,0.193,0.691,139.218,234684,4.0
0.188,0.4679999999999999,5,-9.132,1,0.0447,0.782,0.925,0.0823,0.0367,114.146,243083,4.0
0.373,0.297,0,-11.744000000000002,1,0.0805,0.989,0.00244,0.128,0.215,90.216,214267,4.0
0.657,0.971,1,-9.54,1,0.0863,0.364,0.391,0.544,0.422,98.983,237993,4.0
0.4539999999999999,0.37,0,-10.594,0,0.0431,0.6759999999999999,7.65e-05,0.6409999999999999,0.412,133.697,356373,3.0
0.764,0.216,2,-23.521,1,0.0651,0.995,0.97,0.174,0.96,111.963,87600,3.0
0.85,0.25,11,-13.365,1,0.623,0.0169,0.0239,0.0649,0.542,90.007,66238,4.0
0.514,0.579,4,-7.811,1,0.0295,0.518,0.147,0.108,0.292,146.042,384360,4.0
0.455,0.472,9,-7.782999999999999,1,0.0256,0.638,1.36e-06,0.259,0.715,82.82600000000002,136867,3.0
0.499,0.7509999999999999,11,-5.089,1,0.0344,0.136,0.8370000000000001,0.111,0.373,95.074,225375,4.0
0.33,0.254,8,-19.79,1,0.0378,0.972,0.899,0.103,0.288,119.739,755013,4.0
0.4920000000000001,0.3,8,-12.418,1,0.0284,0.21,5.98e-06,0.3329999999999999,0.165,68.967,200333,4.0
0.128,0.178,1,-19.727,1,0.0447,0.991,9.65e-06,0.35,0.0361,77.244,685667,4.0
0.175,0.0243,8,-28.991,1,0.0324,0.82,0.00694,0.0794,0.124,79.88,188293,4.0
0.207,0.0046,11,-4.688,1,0.0617,0.00745,0.0,0.374,0.746,174.088,230712,3.0
0.2339999999999999,0.319,4,-14.123,0,0.0285,0.161,0.00389,0.1119999999999999,0.107,81.622,281547,4.0
0.466,0.71,11,-3.279,0,0.0416,0.442,0.365,0.213,0.498,121.223,156733,4.0
0.606,0.21,4,-11.6,0,0.0681,0.941,0.0028699999999999,0.168,0.591,155.911,177960,4.0
0.693,0.3879999999999999,9,-6.6720000000000015,0,0.0995,0.659,0.948,0.0956,0.428,149.966,73520,4.0
0.805,0.795,11,-5.945,0,0.326,0.0517,0.0,0.375,0.6609999999999999,139.917,126627,4.0
0.236,0.8440000000000001,0,-5.872000000000001,1,0.0666,3.3e-05,0.14,0.134,0.174,131.953,144280,4.0
0.184,0.0756,8,-25.354,1,0.0411,0.979,0.8740000000000001,0.11,0.0363,113.015,58213,0.0
0.569,0.961,10,-11.399,1,0.364,0.375,0.193,0.484,0.146,113.347,38333,5.0
0.321,0.204,0,-17.209,1,0.0326,0.3670000000000001,0.902,0.0783,0.0499,95.72,162000,1.0
0.449,0.593,0,-10.711,1,0.0479,0.24,4.71e-06,0.446,0.547,66.332,209147,4.0
0.364,0.835,11,-13.906,1,0.0607,8.26e-05,0.142,0.0394,0.428,109.685,231507,4.0
0.633,0.645,5,-11.179,1,0.918,0.763,0.0,0.762,0.928,92.72,27507,3.0
0.392,0.907,9,-5.327999999999999,0,0.0676,0.0113,0.0957,0.962,0.386,104.911,721840,4.0
0.5820000000000001,0.49,5,-10.845,0,0.0327,0.875,0.619,0.0391,0.769,94.838,285720,4.0
0.613,0.723,0,-10.673,1,0.0517,0.0587,0.0727,0.1159999999999999,0.353,140.053,249040,4.0
0.526,0.213,2,-12.065,1,0.0388,0.608,0.0,0.0921,0.648,168.139,157147,4.0
0.128,0.0866,10,-22.55,1,0.0415,0.95,0.12,0.1,0.0397,90.224,551307,4.0
0.185,0.154,1,-21.737,0,0.0399,0.957,0.823,0.206,0.217,136.384,199133,3.0
0.616,0.812,1,-6.089,1,0.0321,0.000617,0.7659999999999999,0.221,0.148,125.989,188120,4.0
0.284,0.201,8,-20.672,0,0.0383,0.994,0.835,0.0802,0.177,68.115,152707,3.0
0.3829999999999999,0.922,2,-6.63,1,0.0958,0.003,0.439,0.13,0.346,150.069,187280,4.0
0.551,0.662,0,-6.52,0,0.0456,0.152,5.34e-06,0.188,0.226,139.91299999999998,253747,4.0
0.4029999999999999,0.386,7,-8.907,1,0.0331,0.7659999999999999,0.0104,0.322,0.5660000000000001,163.866,138573,4.0
0.512,0.629,0,-8.052999999999999,1,0.0596,0.6,1.58e-05,0.0914,0.888,205.829,195707,4.0
0.591,0.66,2,-5.528,1,0.0317,0.13,1.26e-05,0.347,0.935,168.0,169797,4.0
0.431,0.8140000000000001,0,-4.553999999999999,1,0.037,0.0212,0.0,0.192,0.89,114.756,229440,4.0
0.46,0.064,2,-25.403,1,0.0392,0.978,0.384,0.114,0.3989999999999999,102.716,192360,4.0
0.442,0.912,5,-6.231,0,0.0636,5.05e-06,0.86,0.413,0.456,141.909,240000,4.0
0.637,0.621,2,-6.2079999999999975,0,0.0368,0.2189999999999999,0.0,0.376,0.44,139.877,206675,4.0
0.3289999999999999,0.198,6,-14.553,0,0.055,0.957,0.336,0.0724,0.0375,119.776,232853,4.0
0.494,0.455,0,-8.537,0,0.0473,0.58,0.8079999999999999,0.115,0.319,84.64399999999998,286987,4.0
0.4429999999999999,0.828,4,-4.932,0,0.22,0.0045,0.0,0.639,0.332,160.023,177480,4.0
0.688,0.8640000000000001,0,-6.405,0,0.35,0.0132,0.0,0.185,0.7340000000000001,97.951,264453,4.0
0.415,0.442,4,-8.636000000000001,1,0.0394,0.3720000000000001,0.0,0.212,0.578,149.841,65173,4.0
0.47,0.8240000000000001,2,-4.595,1,0.376,0.015,0.0,0.407,0.165,76.59100000000002,224507,4.0
0.643,0.456,2,-6.591,0,0.042,0.256,1.49e-06,0.104,0.34,126.895,271439,4.0
0.857,0.728,0,-6.159,0,0.0739,0.4,0.0,0.0757,0.765,110.084,185573,4.0
0.626,0.6729999999999999,10,-6.801,1,0.0295,0.242,0.0,0.205,0.8079999999999999,132.289,128867,4.0
0.556,0.461,4,-6.105,0,0.0312,0.6,0.0,0.0995,0.262,125.4,204400,4.0
0.8959999999999999,0.594,11,-6.8210000000000015,0,0.1159999999999999,0.264,5e-05,0.0688,0.7070000000000001,116.96,166680,4.0
0.358,0.5,2,-10.248,1,0.0361,0.00784,7.65e-05,0.624,0.153,117.147,314467,4.0
0.422,0.425,7,-16.465999999999998,1,0.0914,0.304,0.884,0.1969999999999999,0.0673,127.356,241200,3.0
0.611,0.728,7,-14.107,1,0.032,0.2189999999999999,0.0,0.0559999999999999,0.961,145.39600000000004,211800,4.0
0.469,0.815,0,-5.862,1,0.513,0.1119999999999999,1.74e-05,0.235,0.599,160.349,181300,4.0
0.2019999999999999,0.985,4,-6.362,0,0.208,0.000285,0.841,0.3939999999999999,0.0797,106.846,142227,4.0
0.433,0.0544,3,-22.075,0,0.0419,0.974,0.863,0.106,0.213,117.889,332227,4.0
0.487,0.982,5,-2.947,1,0.233,0.104,0.0,0.14,0.371,89.185,220920,4.0
0.17,0.14,8,-21.13,0,0.0421,0.992,0.0855,0.139,0.0366,125.945,205480,4.0
0.294,0.86,0,-5.782,1,0.062,0.00154,0.0018399999999999,0.125,0.133,120.04,528720,4.0
0.831,0.813,7,-6.566,0,0.149,0.264,0.0,0.242,0.884,116.01,207787,4.0
0.207,0.42,5,-15.021,0,0.0501,0.92,0.000143,0.104,0.3,174.015,285520,4.0
0.119,0.0121,2,-34.154,0,0.0462,0.986,0.000202,0.0602,0.0379,80.69800000000002,239093,1.0
0.562,0.732,6,-5.896,0,0.0489,0.0169,0.7879999999999999,0.118,0.074,140.005,570978,4.0
0.384,0.816,0,-4.627,1,0.0396,0.109,4.64e-05,0.4639999999999999,0.316,129.966,274196,4.0
0.679,0.0703,5,-16.953,1,0.0433,0.97,0.748,0.125,0.176,81.189,189013,4.0
0.444,0.389,2,-11.966,1,0.0295,0.304,0.00405,0.0641,0.947,197.582,154806,4.0
0.621,0.637,0,-7.597,1,0.15,7.3e-05,3.37e-06,0.0762,0.364,88.115,120133,4.0
0.6409999999999999,0.563,2,-8.208,1,0.0274,0.5,3.37e-06,0.2689999999999999,0.522,126.834,294133,4.0
0.315,0.0862,2,-26.385,1,0.0437,0.7120000000000001,0.0906,0.126,0.156,102.435,704066,4.0
0.292,0.293,10,-11.325,1,0.0278,0.711,0.0,0.0984,0.15,86.896,144907,3.0
0.379,0.522,7,-11.078,1,0.0298,4.429999999999999e-05,0.409,0.168,0.0524,175.97400000000005,367600,4.0
0.557,0.131,7,-17.826,1,0.0286,0.89,0.000143,0.7020000000000001,0.246,132.891,272493,3.0
0.45,0.5660000000000001,11,-8.475,1,0.0278,0.0252,0.8170000000000001,0.258,0.352,66.186,261667,4.0
0.7190000000000001,0.496,2,-10.761,1,0.66,0.995,0.0727,0.426,0.722,125.817,185747,4.0
0.157,0.994,11,-4.285,0,0.145,0.000188,0.275,0.409,0.127,139.037,127067,4.0
0.5489999999999999,0.614,7,-6.151,1,0.0408,0.778,0.000156,0.3779999999999999,0.638,91.696,202653,4.0
0.531,0.893,0,-8.46,0,0.0389,0.00475,0.0157,0.171,0.0592,131.98,391440,4.0
0.43,0.96,2,-4.257,1,0.0616,3.12e-06,0.883,0.142,0.0958,104.988,329195,3.0
0.183,0.0565,0,-26.999,0,0.0459,0.934,0.0892,0.313,0.0391,108.221,336627,5.0
0.682,0.674,9,-4.621,0,0.0764,0.51,0.173,0.153,0.573,109.974,195886,4.0
0.5329999999999999,0.177,2,-16.427,1,0.034,0.892,5.42e-05,0.1119999999999999,0.313,112.93,333867,4.0
0.5,0.00315,2,-33.244,0,0.0704,0.995,0.958,0.104,0.0772,71.77199999999998,58667,1.0
0.807,0.753,0,-9.45,0,0.086,0.0398,0.794,0.263,0.845,120.015,336000,4.0
0.55,0.507,4,-10.889,0,0.368,0.518,0.0,0.0762,0.28,77.04899999999998,196374,4.0
0.218,0.419,9,-13.269,0,0.032,0.7559999999999999,0.8590000000000001,0.213,0.231,79.747,120773,4.0
0.444,0.6659999999999999,4,-8.377,0,0.0367,0.212,0.0221,0.111,0.0373,75.031,254587,4.0
0.397,0.0556,7,-22.464,1,0.0346,0.818,0.000187,0.0728,0.298,97.294,153973,3.0
0.7809999999999999,0.607,0,-8.722000000000001,0,0.0289,0.259,7.23e-06,0.0515,0.62,116.146,274133,4.0
0.444,0.317,1,-17.977,1,0.102,0.0152,7.57e-05,0.0477,0.233,79.431,186840,4.0
0.769,0.483,1,-12.522,1,0.0533,0.264,0.816,0.109,0.109,120.009,346160,4.0
0.8220000000000001,0.275,7,-8.663,1,0.0635,0.7659999999999999,0.0,0.138,0.489,97.766,125293,4.0
0.377,0.238,6,-20.787,1,0.0443,0.927,0.924,0.0882,0.2689999999999999,106.008,291547,4.0
0.389,0.486,5,-11.257,0,0.0455,0.0501,0.0269,0.1989999999999999,0.158,180.632,144984,4.0
0.763,0.87,11,-5.388999999999999,0,0.08,0.0114,0.8490000000000001,0.624,0.3879999999999999,124.022,316875,4.0
0.574,0.609,7,-6.497000000000001,1,0.0771,0.0912,0.0,0.136,0.7759999999999999,176.479,107695,4.0
0.561,0.627,8,-6.385,1,0.419,0.0392,0.0,0.0577,0.431,97.464,274720,5.0
0.332,0.108,7,-18.832,1,0.0389,0.982,0.45,0.148,0.139,98.692,332400,3.0
0.184,0.184,10,-12.963,1,0.0331,0.8390000000000001,0.42,0.0914,0.1689999999999999,77.814,115667,3.0
0.8590000000000001,0.765,7,-6.045,1,0.103,0.0868,0.0,0.0714,0.941,113.011,227617,4.0
0.594,0.33,2,-9.928,1,0.0329,0.8440000000000001,0.518,0.107,0.524,116.368,134200,4.0
0.4920000000000001,0.594,2,-10.989,1,0.0676,0.986,0.892,0.653,0.809,201.979,331267,4.0
0.8370000000000001,0.6779999999999999,1,-7.6960000000000015,1,0.0357,0.0894,0.1369999999999999,0.107,0.937,130.014,115928,4.0
0.472,0.6940000000000001,0,-10.498,1,0.0293,0.0158,0.0278,0.225,0.508,111.29,180760,4.0
0.511,0.8059999999999999,1,-8.597000000000001,1,0.0309,9.51e-05,0.8390000000000001,0.0858,0.407,95.023,246520,4.0
0.289,0.216,0,-16.284000000000002,1,0.0428,0.979,0.872,0.13,0.3879999999999999,169.56900000000005,495133,3.0
0.59,0.591,7,-10.775,1,0.0293,0.12,0.0889,0.1,0.865,117.804,185320,4.0
0.365,0.168,4,-17.887999999999995,0,0.0547,0.959,0.759,0.141,0.095,90.813,275973,4.0
0.33,0.0577,10,-26.761,1,0.0374,0.989,0.904,0.107,0.151,91.649,428920,4.0
0.188,0.489,4,-20.391,1,0.0836,0.823,0.978,0.268,0.153,80.735,107493,3.0
0.733,0.617,1,-8.267000000000001,1,0.0572,0.00595,0.0,0.125,0.0509,109.037,159347,4.0
0.578,0.506,10,-7.507999999999999,1,0.03,0.613,0.00224,0.0883,0.523,98.346,428400,3.0
0.0972,0.00317,0,-39.821,1,0.0438,0.927,0.434,0.0575,0.0424,83.051,286840,4.0
0.386,0.983,2,-6.202000000000001,1,0.108,2.27e-06,0.731,0.331,0.111,128.05,168082,4.0
0.171,0.0196,2,-31.21,0,0.0456,0.962,0.0842,0.141,0.0308,125.718,286693,4.0
0.3289999999999999,0.971,5,-9.13,1,0.0555,0.14,0.000128,0.878,0.377,147.04,234453,4.0
0.2689999999999999,0.365,7,-13.546,1,0.0408,0.171,0.102,0.149,0.242,180.298,317098,3.0
0.4379999999999999,0.52,6,-11.482,0,0.0315,0.141,0.00852,0.086,0.091,65.62100000000001,463227,3.0
0.7340000000000001,0.5589999999999999,1,-10.021,1,0.211,0.0784,0.0,0.256,0.298,140.071,276640,4.0
0.551,0.528,4,-8.911,0,0.0455,0.76,0.0,0.0936,0.4379999999999999,136.874,455871,4.0
0.7859999999999999,0.938,8,-12.025,1,0.0538,7.140000000000001e-05,0.8490000000000001,0.0184,0.236,127.123,516520,4.0
0.267,0.261,0,-9.025,1,0.0318,0.81,2.73e-06,0.173,0.2289999999999999,148.004,284853,4.0
0.4029999999999999,0.176,9,-16.883,0,0.0358,0.904,0.000857,0.0606,0.272,71.736,189253,4.0
0.42,0.921,7,-4.075,1,0.135,0.00155,0.1159999999999999,0.3979999999999999,0.165,129.21200000000002,3560743,4.0
0.345,0.983,1,-5.244,1,0.11,3.67e-05,0.174,0.247,0.226,104.049,240213,4.0
0.401,0.426,9,-18.238,0,0.0284,0.000475,0.0643,0.0535,0.247,147.97,595427,4.0
0.777,0.0815,8,-25.024,0,0.527,0.5329999999999999,0.0,0.336,0.395,95.843,54893,4.0
0.762,0.6629999999999999,3,-6.57,1,0.255,0.1639999999999999,4.85e-06,0.0601,0.6609999999999999,76.708,236587,4.0
0.436,0.534,0,-10.009,1,0.0353,0.33,0.0,0.917,0.5489999999999999,111.802,281267,4.0
0.308,0.0489,10,-20.179,0,0.038,0.935,8.95e-06,0.1,0.124,135.32,281742,4.0
0.487,0.428,5,-16.475,0,0.0585,0.659,0.508,0.948,0.762,155.827,251133,4.0
0.5920000000000001,0.109,7,-20.806,0,0.0437,0.937,0.8440000000000001,0.0928,0.3670000000000001,106.235,73653,4.0
0.417,0.644,9,-7.184,1,0.0277,0.00469,1.64e-06,0.168,0.237,150.075,303578,4.0
0.4529999999999999,0.862,10,-7.851,0,0.151,0.00199,0.7140000000000001,0.138,0.178,175.305,221520,5.0
0.972,0.365,1,-12.379,1,0.444,0.00262,1.12e-06,0.0838,0.547,119.957,227700,4.0
0.6629999999999999,0.6659999999999999,7,-12.505,0,0.0344,0.317,0.0002029999999999,0.0893,0.925,92.085,260133,4.0
0.4539999999999999,0.53,5,-5.598,1,0.0344,0.426,0.0,0.0748,0.128,119.926,332884,4.0
0.8690000000000001,0.594,7,-5.513999999999999,1,0.0414,0.0594,3.25e-06,0.122,0.426,125.411,260173,4.0
0.847,0.3670000000000001,3,-14.808,1,0.0865,0.606,5.58e-05,0.407,0.912,127.765,146493,4.0
0.684,0.327,0,-15.826,0,0.0445,0.29,9.05e-05,0.125,0.496,85.61200000000002,281867,4.0
0.6759999999999999,0.481,0,-12.142,1,0.0357,0.107,0.8540000000000001,0.129,0.695,120.387,151307,4.0
0.6729999999999999,0.8290000000000001,11,-4.687,0,0.0561,0.159,0.0,0.3939999999999999,0.563,88.13,232613,4.0
0.275,0.1989999999999999,10,-11.71,0,0.0352,0.8909999999999999,4.66e-05,0.108,0.114,99.04,402107,4.0
0.677,0.945,11,-7.155,1,0.0471,0.0021899999999999,0.737,0.155,0.925,140.028,208694,4.0
0.6559999999999999,0.16,10,-19.264,1,0.166,0.935,0.373,0.23,0.3979999999999999,82.86,218000,4.0
0.613,0.4920000000000001,10,-12.798,1,0.0517,0.596,0.0,0.2289999999999999,0.836,109.606,182733,4.0
0.441,0.103,5,-18.32,1,0.0751,0.976,0.000388,0.177,0.0607,135.695,380507,5.0
0.253,0.945,9,-4.614,1,0.0704,0.00243,0.00886,0.1,0.384,111.85,344960,4.0
0.59,0.496,8,-14.007,1,0.0434,0.7609999999999999,0.87,0.123,0.645,113.174,432107,4.0
0.6659999999999999,0.213,7,-12.595,1,0.0412,0.976,0.00443,0.407,0.7829999999999999,112.911,94387,4.0
0.302,0.0619,1,-26.59800000000001,0,0.0503,0.985,0.15,0.212,0.13,43.809,65040,4.0
0.52,0.3989999999999999,8,-12.272,1,0.123,0.913,0.6779999999999999,0.11,0.649,111.832,213373,4.0
0.317,0.7170000000000001,8,-9.999,0,0.0624,0.225,0.455,0.252,0.054,130.987,742373,4.0
0.765,0.755,5,-5.244,0,0.0363,0.104,0.177,0.11,0.772,110.008,217289,4.0
0.59,0.736,11,-8.682,1,0.0345,0.031,0.0359,0.276,0.679,103.017,213827,4.0
0.6920000000000001,0.732,11,-8.524,0,0.0484,0.134,0.264,0.114,0.949,147.013,148400,4.0
0.66,0.371,5,-10.987,1,0.0261,0.48,7.15e-06,0.122,0.513,100.939,251013,4.0
0.172,0.0249,10,-31.38300000000001,1,0.0481,0.983,0.853,0.1119999999999999,0.0229,119.144,218880,4.0
0.314,0.888,4,-10.278,1,0.0863,0.00157,0.826,0.066,0.6829999999999999,115.669,113400,3.0
0.711,0.606,0,-8.693,0,0.191,0.108,0.0,0.068,0.335,151.006,180294,4.0
0.7809999999999999,0.59,11,-8.333,0,0.0606,0.0447,1.4e-06,0.092,0.446,97.86,297333,4.0
0.496,0.344,11,-14.396,0,0.0361,0.9,0.785,0.546,0.302,112.019,401040,4.0
0.481,0.585,1,-6.8329999999999975,1,0.0634,0.000794,0.0,0.0789,0.119,186.148,127269,4.0
0.722,0.662,0,-7.513,1,0.0357,0.00209,0.441,0.441,0.322,117.999,299040,4.0
0.285,0.14,9,-16.613,1,0.0392,0.965,0.0105,0.129,0.318,131.782,264933,4.0
0.86,0.291,0,-13.765,0,0.0728,0.451,0.13,0.0788,0.426,114.926,206761,4.0
0.4920000000000001,0.846,1,-4.289,1,0.41,0.0632,0.0,0.351,0.596,109.77,337653,5.0
0.713,0.5870000000000001,6,-5.2570000000000014,1,0.0596,0.237,0.0,0.1,0.71,92.988,199533,4.0
0.833,0.763,11,-11.242,0,0.198,0.0591,2.82e-06,0.0993,0.691,105.878,236853,4.0
0.502,0.857,11,-5.082,1,0.0357,0.0376,0.00163,0.0977,0.765,150.126,148224,4.0
0.73,0.728,8,-6.85,1,0.0751,0.0935,0.0,0.115,0.493,82.015,219573,4.0
0.581,0.292,0,-13.655,0,0.144,0.973,0.826,0.301,0.846,131.842,160333,4.0
0.669,0.98,6,-2.665,0,0.0431,0.0182,0.00947,0.39,0.958,117.029,219280,4.0
0.452,0.922,2,-5.965,1,0.141,0.000376,0.0,0.103,0.715,185.129,213280,4.0
0.6,0.4539999999999999,4,-11.347,0,0.0368,0.00607,0.162,0.906,0.544,140.765,315747,4.0
0.879,0.643,0,-6.928999999999999,0,0.0516,0.00793,0.001,0.0561,0.352,98.161,189573,4.0
0.244,0.917,4,-6.1,0,0.0452,0.0042299999999999,0.00899,0.94,0.813,166.407,362893,4.0
0.163,0.0829,7,-21.475,1,0.0425,0.977,0.7709999999999999,0.245,0.0698,94.303,457533,4.0
0.413,0.1969999999999999,7,-14.958,1,0.0301,0.795,7.89e-06,0.275,0.2739999999999999,153.049,233600,4.0
0.7240000000000001,0.395,2,-10.767,1,0.0578,0.53,0.0,0.0905,0.774,145.05,161427,4.0
0.542,0.599,5,-8.359,0,0.0427,0.4539999999999999,0.0,0.23,0.4379999999999999,107.822,226493,4.0
0.484,0.8640000000000001,1,-4.678999999999999,0,0.0546,0.0017699999999999,0.00153,0.0938,0.302,146.076,387200,4.0
0.287,0.3329999999999999,0,-9.801,1,0.0336,0.7559999999999999,0.0,0.14,0.156,173.75799999999995,262000,3.0
0.302,0.684,0,-4.793,1,0.0334,0.00202,0.04,0.0999,0.495,110.443,265640,3.0
0.45,0.207,4,-23.402,0,0.0855,0.903,0.0,0.715,0.489,78.146,16573,3.0
0.356,0.506,2,-6.7079999999999975,0,0.0418,0.00341,3e-05,0.0621,0.5329999999999999,149.463,482413,1.0
0.351,0.978,7,-1.85,1,0.175,0.1639999999999999,0.0,0.349,0.478,173.899,134267,4.0
0.7140000000000001,0.8370000000000001,6,-3.252,1,0.0398,0.177,2.09e-05,0.114,0.479,112.009,203533,4.0
0.3879999999999999,0.8,2,-8.238,1,0.0377,1.24e-06,0.6579999999999999,0.546,0.0394,101.013,278987,4.0
0.3,0.0227,1,-28.165,0,0.0487,0.994,0.9,0.0767,0.0657,159.519,366957,3.0
0.5429999999999999,0.233,7,-19.369,1,0.0991,0.6709999999999999,0.8109999999999999,0.105,0.599,160.44,193387,4.0
0.5,0.0307,2,-25.447,1,0.0688,0.953,0.0,0.103,0.19,121.785,181160,4.0
0.6759999999999999,0.163,1,-27.136,1,0.0344,0.991,0.9,0.104,0.852,144.024,141000,4.0
0.24,0.521,11,-2.24,0,0.034,0.943,0.000469,0.125,0.521,143.36,132787,4.0
